essay_id,pred
2021000047,"Score: 6"
2021000071,"Score: 4"
2021000080,"Score: 6"
2021000101,"Score: 6"
2021000110,"Score: 6"
2021000136,"6"
2021000152,"Score: 6"
2021000187,"Score: 6"
2021000241,"Score: 6"
2021000268,"Score: 1"
2021000276,"Score: 6"
2021000292,"Score: 6"
2021000314,"Score: 6"
2021000349,"6"
2021000365,"4"
2021000390,"Score: 6"
2021000420,"4"
2021000446,"Score: 5"
2021000462,"Score: 5"
2021000471,"4"
2021000616,"Score: 5"
2021000624,"Score: 1"
2021000632,"Score: 6"
2021000675,"6"
2021000683,"Score: 4"
2021000730,"Score: 6"
2021000748,"4"
2021000756,"Score: 2"
2021000764,"Score: 3"
2021000799,"Score: 6"
2021000802,"Score: 6"
2021000845,"**Score: 6**

This essay demonstrates clear and consistent mastery across various aspects of writing. The"
2021000870,"Score: 6"
2021000918,"6"
2021000934,"4"
2021000993,"Score: 6"
2021001001,"Score: 6"
2021001027,"Score: 6"
2021001043,"Score: 1"
2021001116,"Score: 6"
2021001141,"Score: 3"
2021001159,"Score: 6"
2021001183,"Score: 5"
2021001191,"Score: 1"
2021001230,"Score: 5"
2021001264,"6"
2021001272,"Score: 6"
2021001361,"Score: 6"
2021001388,"4"
2021001418,"6"
2021001451,"Score: 1"
2021001469,"Score: 6"
2021001477,"Score: 6"
2021001531,"Score: 6"
2021001558,"Score: 6"
2021001582,"Score: 6"
2021001621,"Score: 6"
2021001680,"Score: 6"
2021001744,"Score: 3"
2021001825,"Score: 6"
2021001884,"Score: 6"
2021001906,"Score: 4"
2021001957,"Score: 6"
2021001990,"Score: 1"
2021002082,"5"
2021002112,"Score: 6"
2021002163,"Score: 6"
2021002171,"Score: 6"
2021002236,"Score: 6"
2021002244,"Score: 6"
2021002261,"Score: 3"
2021002295,"Score: 6"
2021002392,"5"
2021002414,"Score: 6"
2021002422,"Score: 1"
2021002431,"Score: 6"
2021002473,"Score: 1"
2021002554,"Score: 3"
2021002571,"Score: 3"
2021002601,"Score: 3"
2021002627,"Score: 6"
2021002759,"Score: 6"
2021002902,"Score: 3"
2021002937,"Score: 3"
2021002945,"Score: 3"
2021002961,"Score: 6"
2021002988,"Score: 3"
2021003020,"Score: 6"
2021003046,"Score: 6"
2021003062,"Score: 6"
2021003071,"Score: 2"
2021003097,"6"
2021003135,"Score: 2"
2021003160,"Score: 6"
2021003178,"Score: 6"
2021003186,"Score: 6"
2021003224,"SCORE OF 6"
2021003275,"Score: 3"
2021003305,"Score: 6"
2021003356,"Score: 1"
2021003372,"Score: 6"
2021003381,"6"
2021003411,"Score: 2"
2021003445,"Score: 6"
2021003470,"Score: 3"
2021003569,"Score: 1"
2021003607,"Score: 3"
2021003623,"Score: 6"
2021003631,"Score: 6"
2021003640,"Score: 6"
2021003674,"Score: 3"
2021003739,"Score: 3"
2021003780,"6"
2021003798,"Score: 6"
2021003801,"5"
2021003861,"Score: 6"
2021003879,"Score: 6"
2021003887,"Score: 6"
2021003895,"4"
