essay_id,pred
2021000047,"5"
2021000071,"5"
2021000080,"6"
2021000101,"5"
2021000110,"5"
2021000136,"5"
2021000152,"5"
2021000187,"5"
2021000241,"5"
2021000268,"5"
2021000276,"5"
2021000292,"5"
2021000314,"6"
2021000349,"4"
2021000365,"6"
2021000390,"4"
2021000420,"5"
2021000446,"5"
2021000462,"5"
2021000471,"5"
2021000616,"3"
2021000624,"6"
2021000632,"6"
2021000675,"4"
2021000683,"6"
2021000730,"5"
2021000748,"5"
2021000756,"5"
2021000764,"6"
2021000799,"1"
2021000802,"5"
2021000845,"5"
2021000870,"4"
2021000918,"6"
2021000934,"6"
2021000993,"5"
2021001001,"5"
2021001027,"5"
2021001043,"5"
2021001116,"3"
2021001141,"6"
2021001159,"6"
2021001183,"5"
2021001191,"6"
2021001230,"4"
2021001264,"5"
2021001272,"5"
2021001361,"4"
2021001388,"4"
2021001418,"5"
2021001451,"5"
2021001469,"6"
2021001477,"5"
2021001531,"5"
2021001558,"5"
2021001582,"5"
2021001621,"6"
2021001680,"5"
2021001744,"5"
2021001825,"6"
2021001884,"5"
2021001906,"5"
2021001957,"5"
2021001990,"6"
2021002082,"5"
2021002112,"5"
2021002163,"5"
2021002171,"4"
2021002236,"5"
2021002244,"5"
2021002261,"3"
2021002295,"6"
2021002392,"5"
2021002414,"5"
2021002422,"5"
2021002431,"6"
2021002473,"6"
2021002554,"5"
2021002571,"5"
2021002601,"6"
2021002627,"4"
2021002759,"4"
2021002902,"5"
2021002937,"6"
2021002945,"5"
2021002961,"5"
2021002988,"5"
2021003020,"6"
2021003046,"5"
2021003062,"6"
2021003071,"6"
2021003097,"6"
2021003135,"4"
2021003160,"5"
2021003178,"5"
2021003186,"5"
2021003224,"4"
2021003275,"5"
2021003305,"5"
2021003356,"5"
2021003372,"6"
2021003381,"6"
2021003411,"5"
2021003445,"5"
2021003470,"6"
2021003569,"3"
2021003607,"4"
2021003623,"5"
2021003631,"6"
2021003640,"5"
2021003674,"6"
2021003739,"5"
2021003780,"5"
2021003798,"6"
2021003801,"5"
2021003861,"6"
2021003879,"5"
2021003887,"4"
2021003895,"6"
2021004042,"6"
2021004115,"5"
2021004191,"5"
2021004212,"6"
2021004336,"3"
2021004352,"4"
2021004361,"5"
2021004409,"5"
2021004433,"5"
2021004476,"5"
2021004531,"6"
2021004697,"4"
2021004701,"6"
2021004760,"6"
2021004794,"5"
2021004816,"5"
2021004824,"5"
2021004883,"5"
2021004964,"6"
2021004972,"5"
2021004999,"4"
2021005006,"5"
2021005073,"5"
2021005111,"4"
2021005120,"5"
2021005154,"5"
2021005162,"5"
2021005197,"5"
2021005219,"6"
2021005227,"5"
2021005278,"5"
2021005286,"4"
2021005294,"6"
